Brand,Year,Gender,Seller_Type,Transmission,Owner,Mileage,Engine_CC,Power_bhp,Price
Maruti,2007,Female,Trustmark Dealer,Manual,Fourth & Above Owner,17.76,2881,113.2,218975
Toyota,2008,Female,Individual,Manual,Fourth & Above Owner,18.76,1054,95,-143371
Honda,2004,Male,Individual,Manual,First Owner,21.06,1101,96.7,393749
Honda,2009,Male,Individual,Manual,Second Owner,11.7,3067,75.9,805308
Audi,2001,Female,Individual,Manual,Second Owner,17.02,1734,102.5,747141
Toyota,2008,Male,Dealer,Manual,Fourth & Above Owner,24.03,3356,111.3,566745
Ford,2010,Female,Individual,Manual,Fourth & Above Owner,23.67,2305,91.4,419567
Ford,2003,Male,Trustmark Dealer,Automatic,First Owner,21.4,2056,152.3,328761
BMW,2021,Female,Trustmark Dealer,Manual,Fourth & Above Owner,20.15,1752,50.9,479225
Honda,2021,Female,Trustmark Dealer,Automatic,First Owner,,3062,94.1,296286
Hyundai,2021,Male,Dealer,Automatic,First Owner,25.67,1044,60.6,480337
BMW,2001,Female,Trustmark Dealer,Manual,Fourth & Above Owner,17.48,2867,112,999285
Ford,2022,Female,Dealer,Automatic,Second Owner,14.12,1009,50.5,368628
Toyota,2005,Female,Trustmark Dealer,Automatic,First Owner,16.92,1225,56.7,783264
Ford,2013,Female,Individual,Manual,Second Owner,30.39,1780,74.2,829027
Toyota,2000,Female,Dealer,Automatic,Second Owner,11.72,2919,96.6,276120
BMW,2017,Female,Dealer,Manual,First Owner,,977,75.1,346988
Honda,2006,Male,Dealer,Manual,Third Owner,12.35,2346,,920683
Ford,2000,Male,Trustmark Dealer,Manual,First Owner,18.5,2698,85.5,322271
Audi,2000,Male,Individual,Manual,Third Owner,13.19,2834,83.9,582754
Toyota,2000,Male,Trustmark Dealer,Manual,First Owner,17.56,1098,,1211995
Honda,2003,Male,Dealer,Manual,First Owner,10.2,3113,107.1,893950
Hyundai,2003,Female,Individual,Manual,Second Owner,20.47,3367,81.9,625569
Toyota,2017,Female,Dealer,Automatic,Second Owner,22.89,1074,142.4,852219
BMW,2010,Female,Dealer,Manual,Fourth & Above Owner,16.46,2528,102.3,583223
Hyundai,2000,Female,Trustmark Dealer,Automatic,Second Owner,17.46,2646,65.8,905470
Hyundai,2009,Female,Trustmark Dealer,Manual,Second Owner,17.35,2594,96.4,-13880
Maruti,2008,Male,Individual,Manual,Second Owner,18.72,,103.4,558220
Ford,2022,Male,Trustmark Dealer,Manual,Second Owner,17.85,2645,72.8,-25902
Toyota,2003,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,21.07,2223,63.7,648407
Hyundai,2005,Female,Trustmark Dealer,Automatic,Second Owner,22.93,2237,92.2,529147
Maruti,2015,Female,Dealer,Automatic,Third Owner,14.74,2427,81,1008219
BMW,2001,Female,Dealer,Automatic,Third Owner,16.76,2747,127,813548
Honda,2022,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,21.61,1288,,442174
Audi,2017,Male,Dealer,Automatic,Second Owner,12.31,3349,74,478135
Audi,2009,Male,Trustmark Dealer,Manual,Third Owner,10.12,3154,100.6,714209
Toyota,2016,Male,Individual,Manual,First Owner,18.91,,121.7,1284696
Hyundai,2012,Male,Trustmark Dealer,Automatic,Third Owner,19.99,3356,55.2,590288
Audi,2017,Male,Individual,Automatic,Second Owner,15.11,1720,64.4,995009
Ford,2021,Male,Trustmark Dealer,Automatic,Third Owner,15.69,2353,89.7,351261
Audi,2012,Female,Individual,Automatic,First Owner,14.96,3485,90.9,465698
Audi,2016,Male,Dealer,Automatic,Third Owner,14.53,1465,88.7,507770
Audi,2004,Male,Trustmark Dealer,Manual,Second Owner,20.77,805,82.2,1547422
Maruti,2010,Male,Individual,Manual,First Owner,13.28,3269,81.8,782473
Hyundai,2006,Female,Individual,Manual,Fourth & Above Owner,16.94,2274,99.6,939621
Ford,2009,Female,Dealer,Manual,First Owner,14.38,3237,118.3,830438
Hyundai,2016,Female,Individual,Manual,Third Owner,12.18,3181,78,850618
Toyota,2014,Male,Trustmark Dealer,Manual,Fourth & Above Owner,21.48,2271,,742072
Toyota,2017,Male,Individual,Manual,First Owner,15.92,1137,139,709581
Toyota,2022,Female,Individual,Manual,First Owner,18.75,,123.2,164777
BMW,2021,Male,Individual,Automatic,First Owner,11.97,2912,105.6,707359
Audi,2018,Male,Dealer,Automatic,Second Owner,15.03,1887,140.2,567497
BMW,2001,Female,Dealer,Manual,Fourth & Above Owner,21.02,2093,82.7,763637
Maruti,2003,Male,Dealer,Manual,Fourth & Above Owner,28.35,1456,69.2,578742
Toyota,2002,Female,Individual,Manual,First Owner,10.1,2200,76.9,828949
Ford,2006,Male,Dealer,Automatic,Fourth & Above Owner,17.2,2668,64.9,881980
Hyundai,2017,Male,Dealer,Automatic,Third Owner,19.65,3176,93,-273648
Audi,2009,Male,Trustmark Dealer,Manual,Third Owner,15.54,3365,97.5,469832
Honda,2006,Male,Individual,Automatic,First Owner,21.4,2456,,42784
Ford,2007,Male,Dealer,Manual,Third Owner,14.53,1661,89.7,671683
Audi,2005,Female,Trustmark Dealer,Manual,First Owner,18.62,3268,93.3,509787
BMW,2021,Female,Trustmark Dealer,Manual,Third Owner,15.91,2136,133.4,1006749
BMW,2000,Male,Individual,Manual,First Owner,22.88,3156,105.5,662173
Ford,2003,Male,Individual,Manual,First Owner,15.29,2467,113.1,454341
BMW,2013,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,,2625,94.8,881571
Toyota,2016,Male,Individual,Manual,Fourth & Above Owner,21.78,2012,,504539
Maruti,2019,Male,Trustmark Dealer,Manual,First Owner,13.89,1865,44.7,450601
Hyundai,2017,Female,Dealer,Manual,Fourth & Above Owner,18.28,3437,142.1,718088
Maruti,2010,Male,Individual,Manual,Fourth & Above Owner,10.71,1119,76.7,1083891
Audi,2020,Male,Dealer,Automatic,Second Owner,13.65,2480,74.6,856066
Hyundai,2013,Female,Individual,Manual,Third Owner,19.53,1244,96.1,770079
Hyundai,2008,Male,Trustmark Dealer,Manual,Fourth & Above Owner,14.04,2197,103.8,1425285
Maruti,2014,Male,Dealer,Automatic,First Owner,15.82,1085,106.9,380277
Ford,2011,Male,Trustmark Dealer,Manual,Second Owner,19.97,3018,134.4,373585
Hyundai,2009,Female,Trustmark Dealer,Manual,Second Owner,15.68,3110,127.5,643671
Maruti,2018,Female,Trustmark Dealer,Manual,Fourth & Above Owner,21.29,2627,69.7,1054508
Hyundai,2018,Male,Individual,Manual,First Owner,18.86,2989,114.2,317494
Honda,2005,Female,Individual,Automatic,First Owner,19.74,2263,80.4,1126372
Ford,2019,Male,Trustmark Dealer,Manual,First Owner,22.96,3475,86.6,168263
Toyota,2005,Female,Trustmark Dealer,Manual,First Owner,19.28,1392,62.7,563635
Hyundai,2007,Male,Individual,Automatic,First Owner,24.16,1215,47.7,652040
Honda,2000,Male,Dealer,Manual,Third Owner,21.65,2872,89.2,335210
Toyota,2021,Female,Individual,Manual,First Owner,15.91,3474,66.1,413630
Toyota,2016,Male,Individual,Automatic,First Owner,23.17,893,113.2,838989
Audi,2016,Male,Individual,Manual,Third Owner,19.06,3152,83,1032467
Hyundai,2014,Male,Dealer,Automatic,Fourth & Above Owner,16.42,,97.7,-34383
Maruti,2006,Female,Individual,Manual,Second Owner,19.11,3130,124.2,654071
Hyundai,2018,Female,Individual,Automatic,Third Owner,22.45,1978,52.9,566007
Honda,2021,Male,Dealer,Manual,Second Owner,19.82,1485,71.9,632219
Toyota,2022,Female,Individual,Manual,Second Owner,25.29,1662,94.5,504970
Hyundai,2002,Male,Trustmark Dealer,Automatic,Third Owner,22.35,1484,97.8,212854
Maruti,2021,Male,Dealer,Manual,First Owner,20.09,1837,117.6,1062689
Audi,2010,Male,Individual,Automatic,Second Owner,13.9,1140,111.7,947799
Hyundai,2019,Male,Trustmark Dealer,Automatic,First Owner,,1403,92.4,568803
Ford,2018,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,18.29,2606,97.6,453506
Audi,2008,Male,Dealer,Automatic,Third Owner,20.79,1533,98.3,417168
Maruti,2009,Female,Dealer,Manual,Second Owner,20.55,2296,53.3,-175696
Honda,2001,Female,Individual,Automatic,First Owner,18.68,1931,86.1,706146
Toyota,2000,Male,Dealer,Manual,Second Owner,18.48,2154,96.2,834097
Hyundai,2015,Female,Individual,Manual,Fourth & Above Owner,20.88,1339,101.5,641371
Maruti,2017,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,14.57,3286,,574099
Audi,2022,Male,Trustmark Dealer,Automatic,Second Owner,24.78,,58.3,640015
Ford,2016,Male,Individual,Manual,Third Owner,9.81,2535,84.1,344032
Maruti,2005,Male,Dealer,Automatic,Fourth & Above Owner,23.82,3231,139.2,450133
BMW,2013,Male,Individual,Manual,First Owner,17.82,3429,69.5,550100
Ford,2022,Male,Individual,Automatic,Fourth & Above Owner,22.01,3007,119.3,809003
Audi,2014,Male,Dealer,Manual,First Owner,19.46,3279,129.6,1013658
Honda,2013,Female,Individual,Manual,Second Owner,19.38,2219,91.1,531256
Toyota,2021,Female,Dealer,Automatic,First Owner,20.22,2789,73,286564
Audi,2002,Female,Dealer,Manual,Second Owner,21.24,1414,102.8,610694
Honda,2022,Female,Trustmark Dealer,Manual,Fourth & Above Owner,16.68,,94.9,1203447
Hyundai,2018,Male,Trustmark Dealer,Automatic,Third Owner,22.14,2012,68.5,312658
Maruti,2011,Male,Dealer,Automatic,Fourth & Above Owner,13.66,2241,73.5,865752
BMW,2001,Female,Dealer,Automatic,Fourth & Above Owner,17.98,3190,101.3,1000788
Ford,2002,Male,Dealer,Automatic,Fourth & Above Owner,21.34,2184,113.3,491996
Ford,2017,Male,Dealer,Automatic,Fourth & Above Owner,21.98,2956,81.9,389783
Maruti,2000,Male,Individual,Manual,Third Owner,19.84,1648,88.3,772487
BMW,2019,Male,Dealer,Manual,Fourth & Above Owner,16.43,1100,106.7,705965
Maruti,2020,Male,Trustmark Dealer,Automatic,First Owner,21.59,2191,,808432
Hyundai,2005,Male,Dealer,Manual,Third Owner,15.32,2139,82.5,1222113
Honda,2004,Female,Trustmark Dealer,Manual,Third Owner,25.01,1504,71.1,650114
Audi,2000,Female,Dealer,Manual,First Owner,17.66,1068,70.7,242333
Ford,2018,Female,Individual,Manual,Second Owner,11.84,2324,156.7,619992
Hyundai,2000,Male,Individual,Manual,Fourth & Above Owner,13.22,1277,85.1,672467
Honda,2020,Female,Dealer,Automatic,Third Owner,18.17,975,,980151
Hyundai,2020,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,18.56,1038,,540971
BMW,2015,Female,Individual,Manual,Fourth & Above Owner,25.88,2768,85.4,477280
Ford,2011,Female,Trustmark Dealer,Manual,First Owner,13.85,,99.2,188642
Audi,2021,Female,Trustmark Dealer,Automatic,First Owner,18.16,2587,92.6,764224
Maruti,2007,Female,Individual,Automatic,First Owner,13.76,1291,49.7,1604462
Maruti,2015,Female,Dealer,Automatic,Fourth & Above Owner,16.03,2946,,533223
Honda,2000,Female,Trustmark Dealer,Automatic,Third Owner,24.74,1128,91.2,735586
Audi,2003,Female,Trustmark Dealer,Manual,Third Owner,13.45,1244,79.4,435650
Toyota,2009,Male,Dealer,Automatic,Second Owner,20.35,2489,137.3,215615
BMW,2010,Male,Dealer,Automatic,Fourth & Above Owner,19.57,1797,84.1,730271
Honda,2016,Male,Individual,Manual,Second Owner,17.9,3142,138.8,608456
Toyota,2022,Male,Individual,Automatic,Second Owner,,1241,78.1,-115666
Hyundai,2006,Male,Dealer,Automatic,Second Owner,13.36,1594,137.8,1083009
BMW,2011,Female,Dealer,Automatic,Second Owner,24.63,2631,102.7,724789
Hyundai,2020,Female,Trustmark Dealer,Automatic,Second Owner,25.7,1690,104.1,622169
Audi,2006,Male,Dealer,Automatic,Fourth & Above Owner,18.19,2878,77.2,473407
Ford,2011,Female,Trustmark Dealer,Manual,First Owner,27.69,1954,104.4,721588
BMW,2014,Male,Individual,Manual,Second Owner,16.4,2551,,735419
Toyota,2001,Male,Individual,Manual,Third Owner,19.6,3285,86.4,720396
Ford,2013,Male,Trustmark Dealer,Manual,Fourth & Above Owner,23.73,2149,81.5,920398
Maruti,2012,Female,Individual,Manual,Second Owner,16.16,3133,83.8,988581
Toyota,2003,Male,Trustmark Dealer,Automatic,Third Owner,12.47,,130.5,1201678
Honda,2013,Female,Trustmark Dealer,Automatic,Second Owner,11.55,1167,111.4,348947
Maruti,2013,Male,Trustmark Dealer,Automatic,First Owner,26.24,1285,126.2,427974
Maruti,2015,Male,Dealer,Automatic,Fourth & Above Owner,15.88,3402,97.8,708355
Honda,2006,Female,Individual,Automatic,First Owner,17.26,967,91,366273
BMW,2018,Female,Individual,Automatic,Third Owner,13.55,2684,100.6,414595
Maruti,2001,Female,Trustmark Dealer,Automatic,Second Owner,,2590,116.8,742569
Audi,2009,Male,Dealer,Automatic,First Owner,14.87,877,,870253
Toyota,2017,Male,Individual,Automatic,First Owner,16.03,1908,124.2,982778
Ford,2016,Female,Dealer,Automatic,Second Owner,19.2,1691,99.1,542216
Maruti,2004,Female,Individual,Automatic,Fourth & Above Owner,13.74,1460,29.8,738946
Toyota,2011,Female,Trustmark Dealer,Automatic,Third Owner,17.29,2024,112.1,672827
Hyundai,2005,Male,Individual,Automatic,Fourth & Above Owner,23.61,1388,58.2,605297
Toyota,2021,Female,Dealer,Manual,Third Owner,19.71,1364,111.5,355197
Ford,2008,Female,Trustmark Dealer,Automatic,Third Owner,18.52,1101,112.5,317037
Toyota,2019,Male,Dealer,Manual,First Owner,18.86,3140,98.2,800002
Honda,2000,Female,Individual,Automatic,Second Owner,16.44,1093,103.6,350154
Ford,2021,Male,Individual,Automatic,Fourth & Above Owner,25.98,908,117.5,66924
BMW,2014,Female,Trustmark Dealer,Automatic,First Owner,14.75,3212,,590472
Hyundai,2020,Male,Trustmark Dealer,Manual,First Owner,18.84,,109.8,1036572
Honda,2005,Male,Dealer,Manual,First Owner,18.46,2317,119.1,-238455
BMW,2018,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,22.04,2940,134,513501
Toyota,2017,Male,Dealer,Automatic,First Owner,22.41,2508,62.4,802564
Ford,2005,Male,Trustmark Dealer,Automatic,Second Owner,17.87,1227,100.2,52951
Hyundai,2012,Female,Individual,Automatic,First Owner,19.16,1437,66,536000
Honda,2000,Female,Dealer,Manual,First Owner,19.31,3215,64.9,258163
BMW,2022,Female,Individual,Manual,Third Owner,8.91,904,99,297847
BMW,2022,Male,Individual,Automatic,First Owner,11.64,3056,91.9,479275
Hyundai,2012,Female,Dealer,Manual,Fourth & Above Owner,15.58,3321,118.6,263056
Audi,2006,Female,Trustmark Dealer,Manual,Fourth & Above Owner,15.75,1884,81.3,238110
Toyota,2014,Male,Dealer,Automatic,Second Owner,13.2,811,86.6,582230
Hyundai,2011,Female,Individual,Automatic,Fourth & Above Owner,21,3313,95.3,1268142
BMW,2000,Female,Individual,Automatic,Fourth & Above Owner,18.01,1448,68.5,827323
Maruti,2014,Male,Individual,Manual,First Owner,17.14,1674,71.9,903160
Honda,2003,Female,Individual,Automatic,Second Owner,12.98,3233,117.9,839179
Hyundai,2012,Male,Dealer,Manual,Fourth & Above Owner,17.82,1683,76.3,390746
Audi,2022,Male,Dealer,Automatic,Second Owner,7.49,1354,119.6,693250
BMW,2004,Male,Dealer,Automatic,Second Owner,17.35,2259,105.2,929308
Toyota,2001,Male,Dealer,Manual,Third Owner,18.25,2143,51.3,848501
BMW,2022,Male,Individual,Manual,Third Owner,18.97,2694,103.3,658365
Toyota,2000,Female,Trustmark Dealer,Manual,First Owner,11.74,1788,103.1,756014
Hyundai,2015,Male,Dealer,Manual,Fourth & Above Owner,18.9,,100.6,1338862
Toyota,2022,Female,Individual,Manual,First Owner,13.83,1152,86.5,851833
Ford,2005,Male,Dealer,Manual,First Owner,14.75,3361,66.5,505452
Ford,2022,Female,Individual,Automatic,Second Owner,20.87,2306,123.7,577789
Ford,2015,Male,Trustmark Dealer,Manual,Second Owner,26.06,2829,87.5,283755
Audi,2013,Male,Trustmark Dealer,Manual,Second Owner,18.21,2646,67.9,1304111
Audi,2002,Male,Dealer,Automatic,First Owner,14.73,3190,101.4,1081161
Maruti,2014,Male,Trustmark Dealer,Manual,Fourth & Above Owner,18.75,3183,71.4,624964
Audi,2002,Male,Individual,Manual,First Owner,21.76,2871,66.3,1254246
Hyundai,2022,Male,Individual,Automatic,First Owner,20.48,1684,80.6,789720
BMW,2001,Female,Dealer,Automatic,First Owner,28.97,2265,73.4,470746
BMW,2000,Male,Trustmark Dealer,Automatic,Third Owner,15.14,2951,67.2,871936
Maruti,2008,Male,Trustmark Dealer,Manual,Third Owner,19.01,,110.2,719593
Audi,2008,Female,Individual,Automatic,Fourth & Above Owner,24.2,2488,87.2,851357
Toyota,2022,Male,Individual,Manual,Third Owner,23.94,,121.3,189272
Maruti,2006,Female,Individual,Automatic,First Owner,10.2,1042,68.6,356906
Toyota,2002,Male,Individual,Manual,Third Owner,17.99,3189,46.8,1046541
Toyota,2017,Male,Trustmark Dealer,Automatic,Third Owner,23.94,3480,93.7,1107941
Honda,2010,Male,Dealer,Automatic,First Owner,29.56,1664,136.4,1024534
BMW,2006,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,20.82,,103.3,1265594
Ford,2008,Female,Trustmark Dealer,Manual,Third Owner,16.53,2239,170.4,773210
Audi,2000,Male,Individual,Manual,First Owner,13.96,2950,98.3,752125
Toyota,2013,Male,Individual,Automatic,First Owner,26.87,,95.9,326038
Honda,2019,Male,Individual,Automatic,First Owner,20.91,1513,36.1,425841
BMW,2005,Male,Dealer,Automatic,Second Owner,14.61,3404,100.7,3522
Ford,2006,Female,Dealer,Automatic,First Owner,,1375,,503554
Toyota,2009,Male,Individual,Manual,Third Owner,19.24,,79.8,-17558
Toyota,2006,Male,Individual,Automatic,Third Owner,20.18,1788,86.6,924290
Maruti,2001,Male,Trustmark Dealer,Automatic,First Owner,14.4,2214,88.3,716520
Maruti,2003,Female,Trustmark Dealer,Manual,Second Owner,,869,85.5,-7851
BMW,2020,Female,Trustmark Dealer,Manual,Second Owner,11.39,1642,142.2,543041
Ford,2016,Female,Individual,Automatic,Second Owner,22.16,3094,80.7,1190297
Toyota,2000,Male,Trustmark Dealer,Automatic,Third Owner,16.63,3176,94.2,562300
BMW,2009,Male,Dealer,Manual,Second Owner,19.87,3005,79.9,300489
BMW,2018,Female,Trustmark Dealer,Manual,Fourth & Above Owner,23.69,1717,109.6,64349
Hyundai,2014,Male,Dealer,Automatic,Fourth & Above Owner,18.88,1542,94.4,73306
Audi,2009,Female,Trustmark Dealer,Manual,Second Owner,17.55,3432,83,760674
Maruti,2018,Female,Dealer,Manual,Fourth & Above Owner,18.78,854,41.9,469838
Ford,2011,Female,Individual,Automatic,First Owner,18.25,3333,96.1,494702
Toyota,2015,Male,Dealer,Automatic,Second Owner,22.98,2637,82.3,471076
BMW,2008,Female,Trustmark Dealer,Manual,Second Owner,19.24,2176,88.5,557928
Toyota,2014,Male,Individual,Automatic,Second Owner,15.82,,60.4,231851
Hyundai,2016,Male,Individual,Automatic,First Owner,,1838,,694831
Ford,2013,Male,Individual,Automatic,First Owner,22.92,946,111.4,173188
BMW,2017,Female,Dealer,Automatic,Second Owner,12.65,,125.8,373247
Toyota,2001,Male,Individual,Automatic,Third Owner,,2479,118.7,903248
Maruti,2003,Male,Trustmark Dealer,Manual,Third Owner,19.46,1848,104.8,712861
Audi,2017,Female,Individual,Manual,Fourth & Above Owner,19.13,2514,61.4,805705
Hyundai,2006,Male,Trustmark Dealer,Automatic,First Owner,22.03,3180,136.1,1245117
Ford,2012,Female,Individual,Automatic,Fourth & Above Owner,15.73,1997,66.8,582104
Hyundai,2014,Female,Dealer,Automatic,Fourth & Above Owner,21.82,2598,83.3,606438
Maruti,2022,Male,Individual,Manual,Second Owner,16.49,3137,,520704
Ford,2021,Male,Trustmark Dealer,Manual,Third Owner,12.1,3417,108.9,466976
Hyundai,2000,Male,Trustmark Dealer,Manual,Fourth & Above Owner,14.01,826,104.3,296823
Honda,2010,Male,Individual,Manual,Second Owner,20.27,1924,80,625219
Maruti,2009,Female,Dealer,Automatic,First Owner,14.22,3235,74.8,706515
Maruti,2004,Female,Individual,Automatic,Fourth & Above Owner,24.44,1890,153.4,723231
Maruti,2015,Female,Dealer,Manual,Third Owner,22.76,1049,89,619309
Honda,2010,Female,Trustmark Dealer,Manual,First Owner,23.33,941,86,877851
Honda,2020,Male,Trustmark Dealer,Automatic,Second Owner,18.5,1066,,608831
Toyota,2005,Female,Individual,Automatic,First Owner,19.03,1014,96.1,477209
BMW,2008,Female,Dealer,Automatic,Fourth & Above Owner,13.23,1288,,321904
Audi,2012,Male,Trustmark Dealer,Automatic,First Owner,21.98,1295,89.6,135307
Hyundai,2007,Male,Dealer,Automatic,First Owner,19.52,1279,99.5,1038125
Toyota,2013,Female,Individual,Manual,First Owner,20.27,3490,134.1,390284
Hyundai,2000,Female,Dealer,Automatic,Third Owner,24.75,800,75.1,322300
Audi,2016,Female,Dealer,Manual,Fourth & Above Owner,15.58,2703,91.1,474739
BMW,2004,Female,Trustmark Dealer,Manual,Second Owner,17.5,1640,73.8,516483
Honda,2001,Male,Dealer,Automatic,Third Owner,19.31,3227,97.4,1091554
BMW,2008,Male,Dealer,Manual,Fourth & Above Owner,14.26,1643,75.8,501556
Honda,2003,Female,Trustmark Dealer,Manual,Second Owner,17.25,2685,76.9,1390015
Audi,2016,Female,Trustmark Dealer,Automatic,Second Owner,19.97,3149,53.5,619109
BMW,2016,Male,Individual,Manual,Second Owner,16.7,,92.4,1217108
Toyota,2020,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,23.24,2240,100.7,868179
Ford,2017,Male,Dealer,Automatic,Second Owner,11.96,2693,136.5,708311
Toyota,2015,Male,Individual,Manual,Second Owner,22.49,2101,101.7,1073354
Hyundai,2007,Female,Trustmark Dealer,Automatic,Third Owner,20.64,3186,78.8,936669
Toyota,2010,Female,Trustmark Dealer,Automatic,Second Owner,15.72,2282,56,790404
Audi,2020,Female,Trustmark Dealer,Manual,First Owner,14.3,2525,59.5,1295278
